序号,代码,名称,最新价,涨跌幅,涨跌额,成交量,成交额,振幅,最高,最低,今开,昨收,量比,换手率,市盈率-动态,市净率,总市值,流通市值,涨速,5分钟涨跌,60日涨跌幅,年初至今涨跌幅,板块信息
666,002885,京泉华,14.18,2.83,0.39,126981.0,179371939.38,8.85,14.96,13.74,13.8,13.79,1.03,5.46,68.3,2.7,3855637219.0,3296666029.0,-0.14,-0.14,26.27,-21.7,消费电子
667,001306,夏厦精密,59.28,2.83,1.63,11024.0,65397749.39,8.36,62.88,58.06,58.06,57.65,0.77,7.11,57.75,2.81,3675360000.0,918840000.0,-0.05,-0.07,40.98,-34.14,通用设备
668,002916,深南电路,121.9,2.83,3.35,85946.0,1027233808.16,4.08,121.94,117.1,119.0,118.55,0.65,1.68,31.51,4.39,62519771517.0,62267987554.0,0.08,0.28,33.09,73.92,电子元件
669,002919,名臣健康,16.38,2.82,0.45,93634.0,151757633.47,5.96,16.63,15.68,16.13,15.93,0.56,3.54,33.83,5.0,4365696961.0,4330678257.0,0.06,0.12,30.0,-22.88,游戏
670,603697,有友食品,10.57,2.82,0.29,70013.0,72923249.0,5.35,10.62,10.07,10.25,10.28,0.89,1.64,27.96,2.6,4520705476.0,4520705476.0,0.19,0.19,79.76,18.9,食品饮料
671,000403,派林生物,21.52,2.82,0.59,95096.0,202725219.85,3.58,21.63,20.88,20.89,20.93,1.85,1.39,21.74,2.04,15732732128.0,14735048938.0,0.0,0.19,4.82,-19.97,生物制品
672,000408,藏格矿业,27.75,2.82,0.76,79987.0,220537663.82,2.67,27.77,27.05,27.07,26.99,1.57,0.51,17.61,3.32,43857073276.0,43856615401.0,-0.04,0.04,12.12,14.29,化肥行业
673,002461,珠江啤酒,9.86,2.82,0.27,123004.0,120581469.92,3.65,9.88,9.53,9.59,9.59,1.41,0.56,20.29,2.08,21823418813.0,21823418813.0,0.0,0.0,16.82,26.74,酿酒行业
674,002334,英威腾,7.31,2.81,0.2,164089.0,119312592.36,2.67,7.34,7.15,7.16,7.11,0.95,2.28,29.09,2.14,5927042299.0,5264473007.0,0.0,0.0,28.02,-15.69,专用设备
675,301053,远信工业,20.84,2.81,0.57,9349.0,19055847.0,4.19,20.84,19.99,20.43,20.27,0.87,1.18,36.14,2.76,1703722100.0,1650143294.0,1.51,1.61,18.27,-24.98,专用设备
676,301327,华宝新能,80.48,2.81,2.2,5086.0,40702765.11,2.55,80.66,78.66,78.7,78.28,1.04,1.47,47.25,1.64,10043904000.0,2787357680.0,0.0,0.17,13.8,5.73,电源设备
677,603878,武进不锈,5.86,2.81,0.16,81567.0,47233903.0,3.16,5.86,5.68,5.7,5.7,0.92,1.45,14.45,1.24,3287852901.0,3287852901.0,0.17,0.17,13.35,-16.52,钢铁行业
678,603678,火炬电子,29.67,2.81,0.81,52401.0,152853972.0,5.02,29.88,28.43,28.96,28.86,1.14,1.14,45.14,2.5,13598947266.0,13598947266.0,0.03,0.13,47.98,13.03,电子元件
679,600268,国电南自,6.96,2.81,0.19,140772.0,97286575.0,2.66,6.96,6.78,6.79,6.77,1.31,1.4,50.58,2.28,7072011192.0,7002268393.0,0.14,0.0,16.39,21.47,电网设备
680,688388,嘉元科技,16.5,2.8,0.45,91247.0,147216250.0,5.17,16.53,15.7,16.09,16.05,1.16,2.14,-36.63,1.03,7032931620.0,7032931620.0,0.06,0.24,85.19,-18.6,电池
681,300696,爱乐达,15.78,2.8,0.43,60546.0,95008110.64,4.69,16.04,15.32,15.32,15.35,1.37,3.25,-186.13,2.51,4625954072.0,2941838558.0,0.19,0.06,29.34,-8.84,航天航空
682,300681,英搏尔,25.33,2.8,0.69,100358.0,255549904.82,5.36,25.98,24.66,24.67,24.64,1.13,5.69,95.04,3.33,6480152825.0,4467686149.0,-0.2,0.56,96.05,31.65,汽车零部件
683,301488,豪恩汽电,59.91,2.8,1.63,10805.0,64341331.17,3.07,60.38,58.59,59.3,58.28,0.77,4.61,59.02,4.31,5511720000.0,1402792650.0,0.08,0.13,23.55,-13.35,汽车零部件
684,600035,楚天高速,4.78,2.8,0.13,251770.0,119310534.0,3.23,4.78,4.63,4.68,4.65,1.09,1.56,8.71,0.9,7696354007.0,7696354007.0,0.0,0.21,23.51,31.68,铁路公路
685,601019,山东出版,11.4,2.8,0.31,88109.0,99281926.0,3.43,11.41,11.03,11.03,11.09,0.58,0.42,18.41,1.63,23790660000.0,23790660000.0,-0.09,0.09,-4.2,29.25,文化传媒
686,301137,哈焊华通,19.86,2.8,0.54,92476.0,180877828.97,6.06,19.95,18.78,19.18,19.32,2.42,9.09,159.73,2.71,3610814124.0,2019797748.0,0.05,0.25,23.82,9.36,通用设备
687,600648,外高桥,12.15,2.79,0.33,64583.0,77800310.0,2.88,12.15,11.81,11.85,11.82,1.36,0.69,23.67,1.1,13794491857.0,11357718232.0,0.0,0.0,32.35,28.57,房地产开发
688,838030,德众汽车,6.26,2.79,0.17,51367.0,31833214.88,10.51,6.55,5.91,6.06,6.09,1.22,5.26,183.27,2.39,1119536403.0,611771339.0,0.0,0.48,76.34,40.36,汽车服务
689,603268,松发股份,38.03,2.78,1.03,32724.0,121972988.0,6.62,38.35,35.9,36.61,37.0,0.91,2.64,-58.72,316.94,4722139464.0,4722139464.0,0.05,0.08,193.89,120.08,装修建材
690,000852,石化机械,6.29,2.78,0.17,454765.0,283467295.22,5.72,6.33,5.98,6.0,6.12,2.42,4.83,53.38,1.95,6014131224.0,5918898674.0,0.0,0.0,17.35,2.28,专用设备
691,000826,启迪环境,2.22,2.78,0.06,964380.0,209705895.82,5.09,2.22,2.11,2.13,2.16,0.66,6.77,-2.13,1.09,3164284211.0,3163717469.0,0.45,0.0,39.62,-22.38,环保行业
692,300969,恒帅股份,91.47,2.78,2.47,17839.0,164783847.2,5.2,94.42,89.79,89.79,89.0,1.45,8.37,33.56,5.94,7317600000.0,1949976486.0,-0.41,0.12,63.05,2.24,汽车零部件
693,002441,众业达,7.78,2.77,0.21,53994.0,41878826.3,3.17,7.82,7.58,7.63,7.57,0.91,1.35,22.72,0.93,4236549278.0,3104840292.0,0.13,0.26,21.75,-15.16,电网设备
694,835207,众诚科技,20.03,2.77,0.54,38983.0,80240900.25,9.85,21.6,19.68,21.49,19.49,0.95,7.02,-51.21,6.18,1882719850.0,1112155094.0,-0.15,-0.15,189.87,42.06,软件开发
695,603109,神驰机电,17.07,2.77,0.46,42280.0,72281171.0,5.12,17.47,16.62,16.62,16.61,0.95,2.02,19.91,1.93,3565213571.0,3565041505.0,0.0,-0.06,29.22,6.22,通用设备
696,605337,李子园,11.88,2.77,0.32,139869.0,164133290.0,5.45,12.02,11.39,11.6,11.56,0.67,3.55,22.35,2.85,4685864468.0,4685864468.0,-0.25,-0.17,35.62,-12.58,食品饮料
697,605033,美邦股份,12.29,2.76,0.33,15990.0,19441599.0,2.93,12.34,11.99,12.0,11.96,0.87,1.18,28.8,1.47,1661608000.0,1661608000.0,0.16,0.24,18.4,-30.8,农药兽药
698,301028,东亚机械,11.18,2.76,0.3,57043.0,63402891.67,3.77,11.32,10.91,10.92,10.88,1.34,2.32,17.49,2.96,4268234617.0,2752335622.0,0.18,0.27,28.36,-3.04,通用设备
699,300558,贝达药业,54.8,2.76,1.47,49753.0,270233635.76,3.21,54.92,53.21,53.32,53.33,0.97,1.19,41.32,4.07,22933026498.0,22861518636.0,-0.02,-0.09,55.37,6.66,化学制药
700,301080,百普赛斯,43.99,2.76,1.18,9401.0,40992416.0,2.97,44.08,42.81,42.99,42.81,0.94,1.04,47.42,2.05,5278800000.0,3984885926.0,0.02,0.05,32.38,-24.21,医疗服务
701,300627,华测导航,41.02,2.76,1.1,73202.0,298681341.52,3.68,41.35,39.88,39.92,39.92,1.1,1.62,43.27,6.69,22481443720.0,18576223018.0,-0.05,0.34,39.0,33.75,通信设备
702,601615,明阳智能,13.06,2.75,0.35,275366.0,359370500.0,4.64,13.28,12.69,12.69,12.71,0.87,1.21,27.52,1.1,29667020330.0,29665746980.0,0.08,0.15,53.47,6.7,风电设备
703,000099,中信海直,25.75,2.75,0.69,400755.0,1040533368.39,3.91,26.49,25.51,25.58,25.06,1.43,5.17,76.87,3.82,19976081028.0,19976081028.0,0.04,0.04,65.91,195.3,航空机场
704,688697,纽威数控,17.54,2.75,0.47,22501.0,39247991.0,2.81,17.68,17.2,17.25,17.07,0.79,0.69,18.88,3.49,5729733918.0,5729733918.0,0.17,0.17,28.22,-3.78,通用设备
705,603618,杭电股份,5.6,2.75,0.15,74298.0,41367056.0,2.94,5.63,5.47,5.48,5.45,0.86,1.07,23.99,1.29,3871703450.0,3871703450.0,-0.18,0.18,28.15,-11.67,电网设备
706,002594,比亚迪,288.42,2.75,7.72,142287.0,4072070487.74,3.34,288.51,279.13,279.89,280.7,1.36,1.22,24.94,5.4,839090457899.0,335275996765.0,0.01,-0.01,13.42,47.98,汽车整车
707,002558,巨人网络,13.08,2.75,0.35,340835.0,443850751.83,3.77,13.19,12.71,12.81,12.73,0.9,1.76,17.72,2.08,25306537992.0,25306537992.0,-0.08,0.0,37.54,19.78,游戏
708,601566,九牧王,8.61,2.74,0.23,41124.0,34841595.0,4.18,8.63,8.28,8.39,8.38,0.98,0.72,27.47,1.27,4947625862.0,4947625862.0,0.7,0.7,24.42,-10.96,纺织服装
709,603699,纽威股份,22.86,2.74,0.61,53529.0,122286745.0,4.45,23.13,22.14,22.23,22.25,1.28,0.71,15.92,4.37,17571212378.0,17252210954.0,0.0,0.0,24.1,76.39,通用设备
710,002738,中矿资源,37.14,2.74,0.99,114815.0,422848648.54,3.4,37.28,36.05,36.16,36.15,0.94,1.61,36.82,2.25,26796208312.0,26415008886.0,0.03,-0.11,24.09,2.29,能源金属
711,603696,安记食品,8.63,2.74,0.23,72780.0,61350682.0,5.0,8.65,8.23,8.37,8.4,0.64,3.09,71.44,3.62,2029776000.0,2029776000.0,0.12,0.12,26.91,-17.89,食品饮料
712,300354,东华测试,37.15,2.74,0.99,38877.0,142556634.92,3.24,37.18,36.01,36.63,36.16,0.67,4.79,38.91,7.0,5138595467.0,3016582786.0,0.0,0.13,26.45,-25.01,仪器仪表
713,002283,天润工业,5.63,2.74,0.15,291867.0,163806278.0,3.83,5.69,5.48,5.53,5.48,0.84,2.91,17.89,1.07,6415143912.0,5638261428.0,-0.18,0.0,34.69,0.18,汽车零部件
714,301565,中仑新材,23.28,2.74,0.62,62590.0,143447323.25,4.5,23.38,22.36,22.69,22.66,0.85,10.43,60.61,3.96,9312232800.0,1397032800.0,-0.04,0.09,35.11,95.96,塑料制品
715,002483,润邦股份,5.27,2.73,0.14,145606.0,76475176.19,3.12,5.31,5.15,5.16,5.13,0.89,1.64,13.75,1.12,4671688537.0,4665271711.0,0.0,0.19,20.05,2.93,专用设备
716,603568,伟明环保,21.46,2.73,0.57,52641.0,112271964.0,2.63,21.46,20.91,20.99,20.89,1.4,0.31,13.0,2.91,36581748634.0,36447451954.0,0.09,0.05,16.5,36.25,环保行业
717,430198,微创光电,13.56,2.73,0.36,46571.0,62564496.37,4.92,13.75,13.1,13.4,13.2,0.81,6.63,-29.43,5.72,2188094104.0,952513766.0,0.07,0.15,117.66,18.64,计算机设备
718,000900,现代投资,4.52,2.73,0.12,194311.0,86987637.23,3.18,4.54,4.4,4.42,4.4,0.95,1.28,12.67,0.62,6860584070.0,6860278970.0,0.22,0.22,27.68,19.89,铁路公路
719,300703,创源股份,15.45,2.73,0.41,146126.0,223763376.0,5.98,15.78,14.88,15.33,15.04,0.54,8.61,35.02,3.31,2787053928.0,2621271457.0,0.0,-0.13,107.1,39.31,家用轻工
720,688015,交控科技,20.35,2.73,0.54,27214.0,55993580.0,5.45,21.04,19.96,19.96,19.81,1.88,1.44,94.3,1.55,3839653100.0,3839653100.0,0.05,0.39,33.18,9.64,交运设备
721,000096,广聚能源,12.45,2.72,0.33,77797.0,95740769.36,3.88,12.48,12.01,12.13,12.12,0.87,1.52,73.68,2.38,6573600000.0,6360057600.0,0.0,0.08,40.04,7.89,石油行业
722,002510,天汽模,6.04,2.72,0.16,618402.0,370150393.67,4.08,6.1,5.86,5.93,5.88,0.64,6.41,48.88,2.44,5891731934.0,5829569692.0,0.0,0.17,55.27,25.05,汽车零部件
723,837092,汉鑫科技,35.91,2.72,0.95,10408.0,36995201.48,4.29,36.3,34.8,35.08,34.96,0.69,3.26,381.56,5.8,2229282027.0,1146595707.0,-0.06,-0.19,110.0,34.75,软件开发
724,000821,京山轻机,13.24,2.72,0.35,162684.0,215019663.65,3.49,13.34,12.89,12.89,12.89,0.96,2.69,14.29,2.04,8246862061.0,8013619415.0,-0.08,0.0,30.44,-16.2,光伏设备
725,603107,上海汽配,18.16,2.71,0.48,82444.0,147911746.0,5.6,18.44,17.45,17.8,17.68,0.59,3.78,34.11,3.03,6126003600.0,3962039804.0,-0.06,0.0,17.39,-20.91,汽车零部件
726,603119,浙江荣泰,21.57,2.71,0.57,51658.0,111398045.0,3.57,21.88,21.13,21.39,21.0,1.02,2.53,35.33,4.44,7845918176.0,4397680448.0,0.0,0.0,55.74,16.53,非金属材料
727,300772,运达股份,14.38,2.71,0.38,183605.0,265293788.68,5.93,14.84,14.01,14.01,14.0,1.93,2.64,28.37,1.84,10091469209.0,9993803484.0,-0.21,-0.14,52.33,35.79,风电设备
728,301308,江波龙,96.5,2.71,2.55,104467.0,976548591.68,6.85,96.54,90.1,94.16,93.95,0.95,9.02,54.06,6.08,40142220926.0,11180121756.0,0.0,0.51,49.1,5.12,半导体
729,688819,天能股份,28.41,2.71,0.75,32892.0,92604566.0,2.86,28.42,27.63,27.73,27.66,1.5,0.34,14.15,1.74,27617361000.0,27617361000.0,0.0,0.21,1.76,4.18,电池
730,688798,艾为电子,74.25,2.71,1.96,36403.0,265579409.0,4.54,74.49,71.21,72.09,72.29,0.74,2.69,72.83,4.48,17275698421.0,10044832768.0,0.0,0.07,73.44,7.64,半导体
731,837174,宏裕包材,12.51,2.71,0.33,15262.0,19010214.22,3.94,12.69,12.21,12.43,12.18,0.71,6.53,-177.46,2.15,1017480008.0,292528010.0,0.08,0.24,51.64,-8.82,塑料制品
732,600104,上汽集团,18.62,2.7,0.49,848343.0,1564780078.0,4.8,18.8,17.93,18.13,18.13,0.76,0.73,23.4,0.74,215532075666.0,215532075666.0,-0.05,-0.05,52.25,41.49,汽车整车
733,002533,金杯电工,9.9,2.7,0.26,115230.0,113546187.34,2.18,9.92,9.71,9.72,9.64,1.11,1.81,12.77,1.87,7266016514.0,6310524904.0,0.0,0.1,16.2,32.35,电网设备
734,600033,福建高速,3.81,2.7,0.1,319900.0,120757227.0,3.23,3.83,3.71,3.71,3.71,0.83,1.17,9.89,0.89,10456164000.0,10456164000.0,-0.26,0.0,14.41,30.03,铁路公路
735,601869,长飞光纤,30.51,2.69,0.8,122189.0,371992287.0,5.65,31.58,29.9,30.0,29.71,1.19,3.01,30.27,2.0,23123684845.0,12397381960.0,0.1,0.07,32.08,13.21,通信设备
736,300199,翰宇药业,15.27,2.69,0.4,698377.0,1076055220.4,5.72,15.74,14.89,15.0,14.87,1.18,9.89,-290.62,19.08,13487095201.0,10784943334.0,0.13,-0.39,64.37,12.44,化学制药
737,600078,澄星股份,6.11,2.69,0.16,57762.0,34855914.0,2.69,6.11,5.95,5.98,5.95,0.82,0.87,-44.66,2.32,4048320181.0,4048320181.0,0.0,0.49,15.72,-27.26,化肥行业
738,002264,新 华 都,6.88,2.69,0.18,311229.0,210166708.79,7.76,7.06,6.54,6.71,6.7,0.73,4.76,19.52,2.77,4952635163.0,4502758753.0,-0.29,0.0,47.01,24.86,互联网服务
739,600345,长江通信,24.13,2.68,0.63,119233.0,285154436.0,3.79,24.19,23.3,23.65,23.5,1.06,5.64,119.81,2.3,7953540745.0,5104925837.0,-0.17,-0.17,49.32,25.09,通信设备
740,600958,东方证券,10.73,2.68,0.28,527701.0,560682069.0,2.68,10.75,10.47,10.5,10.45,1.33,0.71,20.71,1.2,91169003983.0,80147551131.0,0.0,-0.09,19.89,26.53,证券
741,300001,特锐德,22.61,2.68,0.59,128606.0,288757128.22,2.41,22.63,22.1,22.16,22.02,0.95,1.25,40.09,3.46,23869189631.0,23241861208.0,0.0,0.09,27.02,13.05,电网设备
742,600577,精达股份,8.05,2.68,0.21,2741079.0,2134583956.0,6.76,8.07,7.54,7.84,7.84,1.14,13.0,30.61,3.09,16974863326.0,16974863326.0,0.12,0.75,82.95,102.77,电网设备
743,300384,三联虹普,17.64,2.68,0.46,96611.0,170881882.8,4.42,18.1,17.34,17.58,17.18,1.13,4.4,16.19,2.13,5627288155.0,3875352362.0,-0.06,-0.06,32.43,16.05,专业服务
744,603611,诺力股份,18.83,2.67,0.49,49227.0,92225683.0,2.78,18.94,18.43,18.48,18.34,0.93,1.91,10.03,1.7,4850622895.0,4850622895.0,0.16,0.16,16.02,2.84,工程机械
745,300041,回天新材,9.61,2.67,0.25,358968.0,339914570.3,5.45,9.68,9.17,9.41,9.36,0.63,6.59,24.72,1.92,5376050388.0,5231902320.0,-0.1,-0.1,30.93,-3.13,化学制品
746,001378,德冠新材,23.49,2.67,0.61,14698.0,34004483.12,3.54,23.52,22.71,22.99,22.88,1.09,2.26,32.46,1.68,3132006264.0,1528023842.0,0.0,0.0,13.48,-38.48,塑料制品
747,001296,长江材料,18.1,2.67,0.47,74549.0,134163715.4,4.88,18.38,17.52,17.68,17.63,1.35,9.7,21.91,1.56,2707598657.0,1390751782.0,-0.33,-0.44,19.08,9.56,非金属材料
748,600927,永安期货,13.89,2.66,0.36,35732.0,49182790.0,2.66,13.89,13.53,13.55,13.53,1.07,0.25,36.18,1.6,20217666673.0,20217666673.0,0.07,0.14,7.42,-10.85,多元金融
749,300726,宏达电子,32.11,2.65,0.83,32522.0,103247381.99,2.72,32.15,31.3,31.49,31.28,1.0,1.52,37.91,2.7,13224177423.0,6857802475.0,0.0,-0.06,38.41,7.43,电子元件
750,002958,青农商行,3.1,2.65,0.08,924737.0,284909547.68,2.98,3.11,3.02,3.03,3.02,1.42,1.88,4.03,0.49,17222411990.0,15271021213.0,0.0,0.0,24.0,23.02,银行
751,300374,中铁装配,19.77,2.65,0.51,261290.0,514196978.25,9.71,20.49,18.62,19.0,19.26,1.17,12.84,-54.51,5.79,4861686902.0,4021700250.0,-0.05,0.1,46.66,61.65,装修装饰
752,301548,崇德科技,44.25,2.64,1.14,8267.0,36522455.63,3.62,44.86,43.3,43.9,43.11,1.13,3.49,33.86,2.64,3849750000.0,1048407241.0,-0.02,0.0,12.22,6.78,通用设备
753,002925,盈趣科技,15.55,2.64,0.4,224450.0,345747789.33,5.15,15.79,15.01,15.16,15.15,0.73,3.05,52.71,2.56,12089219741.0,11447357835.0,0.19,0.13,31.67,-17.64,消费电子
754,603218,日月股份,12.86,2.63,0.33,208276.0,268779087.0,4.31,13.09,12.55,12.59,12.53,1.8,2.03,19.63,1.33,13254708765.0,13205374590.0,0.08,0.0,17.98,6.37,风电设备
755,831906,舜宇精工,20.28,2.63,0.52,21619.0,43863512.21,5.36,20.86,19.8,20.18,19.76,0.65,6.51,699.91,2.45,1317591600.0,672955762.0,0.45,0.4,96.89,-2.22,汽车零部件
756,688097,博众精工,27.69,2.63,0.71,53066.0,145652600.0,2.93,27.78,26.99,27.22,26.98,0.75,1.2,36.54,2.87,12367676613.0,12283935130.0,-0.07,-0.11,40.2,-17.07,专用设备
757,603312,西典新能,37.07,2.63,0.95,58094.0,215563245.0,5.23,37.89,36.0,36.6,36.12,1.97,16.65,30.38,3.63,5990512000.0,1293244853.0,0.22,0.3,29.66,30.67,电网设备
758,603693,江苏新能,10.16,2.63,0.26,42361.0,42736138.0,2.73,10.17,9.9,9.9,9.9,0.96,0.48,16.03,1.35,9057394941.0,9057394941.0,0.1,0.1,16.78,-8.14,电力行业
759,832491,奥迪威,24.66,2.62,0.63,50253.0,124558075.17,4.95,25.39,24.2,24.31,24.03,0.82,4.4,38.68,3.57,3480718262.0,2814889113.0,0.0,0.2,99.19,31.24,仪器仪表
760,603090,宏盛股份,18.79,2.62,0.48,21002.0,38956991.0,4.42,18.94,18.13,18.29,18.31,0.74,2.1,29.5,3.25,1879000000.0,1879000000.0,0.0,0.21,35.77,-19.08,通用设备
761,600909,华安证券,6.27,2.62,0.16,483684.0,300472774.0,2.45,6.27,6.12,6.12,6.11,1.2,1.03,19.32,1.36,29454367645.0,29454367645.0,0.0,0.0,35.13,31.17,证券
762,300648,星云股份,25.09,2.62,0.64,24047.0,59983820.92,3.68,25.35,24.45,24.9,24.45,0.63,2.26,-58.76,4.54,3707897951.0,2664293025.0,0.08,0.4,36.36,-5.82,电池
763,603066,音飞储存,10.99,2.61,0.28,67225.0,73521122.0,2.33,11.04,10.79,10.87,10.71,0.86,2.29,22.85,2.24,3233039013.0,3233039013.0,0.09,0.09,17.67,-4.1,物流行业
764,301041,金百泽,27.09,2.61,0.69,30721.0,81564109.0,5.04,27.13,25.8,26.6,26.4,0.72,3.89,101.19,4.3,2889961200.0,2137502967.0,-0.04,0.15,35.04,0.48,电子元件
765,603886,元祖股份,14.53,2.61,0.37,27528.0,39588973.0,2.9,14.54,14.13,14.13,14.16,0.7,1.15,10.32,2.09,3487200000.0,3487200000.0,0.14,0.0,19.49,-15.67,食品饮料
766,000922,佳电股份,11.39,2.61,0.29,65896.0,74616327.58,2.61,11.4,11.11,11.11,11.1,0.97,1.12,24.56,2.06,6759151219.0,6687573042.0,0.0,0.18,23.0,13.11,电机
767,300795,米奥会展,20.82,2.61,0.53,139738.0,287661652.99,4.93,21.0,20.0,20.6,20.29,0.46,10.4,52.87,8.94,4803716507.0,2796995173.0,0.24,0.73,48.08,-13.07,文化传媒
768,301101,明月镜片,47.55,2.61,1.21,118094.0,550494381.45,7.38,48.42,45.0,45.42,46.34,0.86,6.19,52.45,5.87,9581900355.0,9078096218.0,0.06,0.63,117.72,14.41,家用轻工
769,001324,长青科技,17.7,2.61,0.45,35625.0,63310149.68,5.74,18.27,17.28,17.28,17.25,0.93,4.36,37.61,2.22,2442600000.0,1445268720.0,0.0,0.06,18.87,-26.77,交运设备
770,688390,固德威,44.07,2.61,1.12,52685.0,232237236.0,3.63,44.55,42.99,42.99,42.95,1.38,2.17,926.72,3.7,10690782824.0,10690782824.0,0.0,0.0,2.56,-52.48,光伏设备
771,300765,新诺威,26.8,2.6,0.68,49698.0,131816258.75,3.41,26.87,25.98,26.23,26.12,0.78,0.4,202.63,9.87,37643090899.0,33421541231.0,0.0,0.11,20.18,-11.4,食品饮料
772,002749,国光股份,14.19,2.6,0.36,16094.0,22615611.9,2.75,14.2,13.82,13.82,13.83,0.86,0.38,18.46,3.32,6644870496.0,5997793682.0,0.0,0.14,19.65,27.49,农药兽药
773,002133,广宇集团,2.76,2.6,0.07,214677.0,58406138.0,4.46,2.77,2.65,2.69,2.69,0.52,2.79,-10.54,0.57,2136637923.0,2124841755.0,0.0,0.0,26.03,-19.77,房地产开发
774,688709,成都华微,33.55,2.6,0.85,85057.0,277004294.0,6.64,33.69,31.52,33.0,32.7,0.75,11.03,182.18,7.73,21366217722.0,2587282530.0,0.06,-0.12,133.96,115.34,半导体
775,300856,科思股份,26.88,2.6,0.68,43464.0,115780744.31,2.98,26.98,26.2,26.2,26.2,0.99,1.33,13.32,3.48,9133179875.0,8765824355.0,0.0,-0.04,5.29,-9.71,美容护理
776,603233,大参林,16.21,2.59,0.41,85878.0,138735011.0,3.8,16.45,15.85,15.85,15.8,0.97,0.75,16.13,2.76,18460724038.0,18460724038.0,0.0,0.06,27.64,-33.24,医药商业
777,603507,振江股份,23.73,2.59,0.6,27106.0,63669248.0,2.81,23.8,23.15,23.32,23.13,0.96,1.47,19.9,1.75,4373470015.0,4373470015.0,0.0,0.13,13.6,20.89,风电设备
778,688389,普门科技,15.43,2.59,0.39,34234.0,52305159.0,2.59,15.44,15.05,15.1,15.04,0.93,0.8,19.26,3.39,6610805037.0,6610805037.0,0.13,0.13,18.24,-30.59,医疗器械
779,000550,江铃汽车,24.56,2.59,0.62,72362.0,176436351.0,3.51,24.75,23.91,23.95,23.94,1.33,1.4,13.64,1.94,21200535840.0,12733455210.0,0.16,0.16,10.88,33.84,汽车整车
780,601919,中远海控,15.07,2.59,0.38,1658821.0,2502445347.0,3.13,15.22,14.76,14.8,14.69,1.41,1.3,4.73,1.08,240529658143.0,192308973543.0,-0.13,0.0,13.39,70.67,航运港口
781,002961,瑞达期货,14.68,2.59,0.37,28943.0,42188705.65,3.35,14.69,14.21,14.31,14.31,0.88,0.65,18.05,2.4,6533037846.0,6533037846.0,0.07,0.07,23.36,0.89,多元金融
782,603395,红四方,55.19,2.58,1.39,100523.0,549714223.0,8.33,57.49,53.01,53.55,53.8,0.64,24.91,74.01,7.88,11038000000.0,2226892492.0,-0.02,-0.05,591.6,591.6,化肥行业
783,603806,福斯特,15.91,2.58,0.4,200210.0,316112855.0,2.64,15.92,15.51,15.52,15.51,1.26,0.77,24.74,2.62,41504987405.0,41504987405.0,0.06,0.0,10.03,-7.23,光伏设备
784,603070,万控智造,12.73,2.58,0.32,27317.0,34610101.0,2.82,12.84,12.49,12.49,12.41,0.79,3.19,60.12,2.44,5104730000.0,1091451551.0,0.08,0.0,20.89,-19.99,电网设备
785,601179,中国西电,7.97,2.57,0.2,665849.0,526859911.0,2.96,7.98,7.75,7.77,7.77,0.98,1.3,38.94,1.87,40853282345.0,40853282345.0,0.13,0.13,10.54,65.01,电网设备
786,002947,恒铭达,34.28,2.57,0.86,42927.0,146259949.37,3.32,34.55,33.44,33.67,33.42,1.01,2.65,21.19,2.92,8783008584.0,5547465143.0,0.0,0.12,9.56,8.21,消费电子
787,300779,惠城环保,94.89,2.57,2.38,25235.0,237511225.7,3.17,95.1,92.17,92.66,92.51,1.0,1.69,321.19,14.11,18602493511.0,14182682230.0,0.09,0.26,78.5,158.2,环保行业
788,300850,新强联,20.74,2.57,0.52,52524.0,108257741.7,2.87,20.86,20.28,20.28,20.22,0.86,2.14,-154.63,1.54,7440365161.0,5090540977.0,-0.05,0.05,40.51,-34.64,风电设备
789,688218,江苏北人,23.14,2.57,0.58,57419.0,131884992.0,3.1,23.3,22.6,22.98,22.56,0.59,4.84,281.9,3.01,2742492752.0,2742492752.0,0.26,0.7,76.1,18.55,专用设备
790,002093,国脉科技,8.4,2.56,0.21,257952.0,213604926.2,4.88,8.47,8.07,8.24,8.19,0.73,2.56,42.85,2.33,8463000000.0,8457676500.0,-0.12,0.36,36.36,12.75,通信服务
791,600801,华新水泥,12.43,2.56,0.31,235715.0,293028417.0,3.71,12.59,12.14,12.14,12.12,2.09,1.75,17.02,0.89,25841915917.0,16709346317.0,-0.08,0.08,15.52,4.45,水泥建材
792,603615,茶花股份,23.66,2.56,0.59,57553.0,136257164.0,8.19,24.66,22.77,23.07,23.07,1.05,2.38,-290.33,4.93,5721461200.0,5721461200.0,-0.08,0.34,92.51,29.22,塑料制品
793,002845,同兴达,15.64,2.56,0.39,72071.0,111341122.68,3.41,15.65,15.13,15.5,15.25,0.74,2.88,53.03,1.86,5122908666.0,3913680890.0,0.19,0.39,37.07,-11.49,光学光电子
794,600573,惠泉啤酒,11.23,2.56,0.28,53357.0,59229768.0,2.74,11.24,10.94,10.96,10.95,0.68,2.13,26.43,2.14,2807500000.0,2807500000.0,0.0,0.09,19.47,8.82,酿酒行业
795,002218,拓日新能,3.61,2.56,0.09,303416.0,109896812.22,5.68,3.72,3.52,3.53,3.52,1.39,2.18,123.53,1.21,5101004182.0,5026557679.0,-0.28,0.28,21.96,-19.6,光伏设备
